link,page owner,commenter,comment,description,label
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,samanebehrooz1990,??? ????????? ?????? ????? ?? ??? ??? ?????? ???? ?????????,,n
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,karimi35049962,????? ?? ?? ???? ??? ???,,m
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,khkh1954,???? ?? ???? ?? ????,,m
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,alireza.davari10,???? ?? ???? ?????????? ?????...??? ?? ??? ????,,n
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,fatemeh.rajaeirad,???.???? ????? ?????? ??? ????????? ???? ??? ?????.??? ????????????? ???? ??? ?????,,n
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,a.r.f77112499,??? ???,,n
https://www.instagram.com/p/BeTc9HcD07C/,yek_livan_tafakor,kiyan_b_h,?????? ?? ???? ????? ????? ???? ??? ????? ?? ????? ??? ?? ???? ????????? ??? ??? ????? ??????,,m
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,mardom_news_24,"??????? ???2030 ?? ???????:((???? ?? ??? ? ???? ????? ????? ??? ????? ?? ??? ????? ?????? ???? ????? ??????? ?? ??? ?????!????? ?? ????? ??? ????? ?? ???? ???? ???!))???? ??? ????? ?????? ?? ?? ????? ?? ?? ????? ????? ????? ???? ?? ?????? ??? ?? ???? ?? ?? ?? ?? ??????? ??? ??????? ?? ??????? ????? ??? ???????.
.
#???2030
#???????
#????????
#?????_?????_????
#??????
#???????","Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,nb211095,@reyhanefarahanii ???? ???????????,"Image may contain: 1 person, text",p
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,nb211095,@seyed_morteza_tabatabaee ?? ???? ???? ????? ????? ????? ?? ????? ???? ??? ??? ?? ?? ??? ???? ???? ???? ?????.???? ????? ??????? ????,"Image may contain: 1 person, text",p
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,seyed_morteza_tabatabaee,@nb1367619 ??? ???? ? ??????,"Image may contain: 1 person, text",p
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,sheyda17033,@gh.r.gh ??? ?? ??? ??? ????? ?? ?? ????? ????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,nb211095,@sheyda17033 ??? ?? ?? ????? ???????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,gh.r.gh,@nb1367619 ?? ?? ????? ????? ????? ????? ?????? ?????? ???? ??? ?? ???? ?? ????? ????? ??? ?? ????? ??? ???? ?????? ?????? ????? ???? ?? ?? ???? ????? ????.????? ?????? ?????? ?? ???? ?????? ? ?????? ???? ??? ???? ?? ???? ????? ?????? ?? ??????? ????? ??? ??? ??? ???? ? ??? ???? ??? ???????? ????? ?? ????? ?? ??? ?? ???? ??? ???? ?????? ??.???? ??????? ??...,"Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,gh.r.gh,@sheyda17033 ???? ?? ????? ? ?? ???? ?? ????? ??? ???? ????? ?? ?? ????? ???? ???? ????? ?? ???????.???? ?? ????? ????????? .???? ??? ??? ???? ??? ?? ?? ??? ?? ???? ??? ????? ????? ???? ??? ???? ?? ?? ????? ? ???....????? ??? ????,"Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,nb211095,@gh.r.gh ??? ?? ????? ????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,nb211095,@gh.r.gh ??? ???? ???? ?? ???? ????? ??? ??? ????? ????? ??? ??? ???? ??? ???.??????? ????? ???? ?? ?????? ???? ????? ???.??? ?? ???? ???? ???? ???? ???? ?? ??? ?? ???? ????.????? ??? ?? ??? ???? ???? ???? ?? ????? ????.???? ?? ???? ?????? ?? ???? ????,"Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,maryam_ms49,@sheyda17033 ??? ???????? ????? ???? ?? ??? ???? ????? ?? ?????? ???? ?? ??? ???? ???????? ??? ?????? ?? ???? ??? ????? ???? ????? ???????????? ????????? ??? ?? ??????? ????? ????? ???????? ??? ??40 ????? ?? ???? ?????? ??????????? ????? ????????????? ???????? ????? ???? ??????,"Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,rasol_rostami028,???? ?? ???? ?? ???? ??? ?????? ?? ???? ???? ?????? ????? ???? ..??? ? ?? ?????? ??? ??? ???? ??? ????? ?? ????? ??? ???? ????? ??? ??? ??? ?????? ???? ????? ?? ????? ??? ???? ??? ??? ?? ??????? ..????? ??? ?????? ?????? ?? ???? ????? ??? ??? ??? ????? ???? ? ??? ???? ? ?? ?????? ???..???? ???? ?? ????????? ????? ???? ???? ?? ????????? ? ?????? ???????? ??? ??? ?????? ???? ????? ???? ..,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,rasol_rostami028,???? ?? ??????,"Image may contain: 1 person, text",p
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,rasol_rostami028,?????? ????????? ?? ???? ??? ?? ?????? ????? ????? ?? ??? ???? ???? ...???? ????????? ??????? ????? ????? ???? ?? ??? ???? ? ???? ???? ??????? ?? ????????? ????? ??? ???? ??? ..???? ???? ????? ? ????? ?????? ??? ?? ???? ?? ???? ???? ?? ?????? ???? ? ??????? ??? ?????? ???? ??? ? ???? ?? ??????? ?? ?? ????? ?? ????? ?? ???? ???? ???? ???? ????? ..???? ???? ????? ?? ????? ?????? ???? ???? ..????? ???? ????? ? ?? ?????? ???????? ?? ???? ????? ????,"Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,rasol_rostami028,?????? ???? ??? ????????? ?? ?????? ???? ??? ????? ???? ?????? ????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,ph7508,?? ???? ????????? ?? ???? ?? ?????? ???? ??? ??? ? ???? ???? ?? ?? ??? ??????? ????? ???? ??? ??? ???? ????? ? ?????? ?? ???? ????? ????? ???? ???? ??? ?? ?????? ?? ???? ????? ???? ????? ? ????? ?????? ??? ???? ???? ???? ??????? ????? ?? ???? ????????????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,mansoriranmanesh,??? ?? ????? ???? ?? ? ??? ??? ??? ???? ?????? ???? ???. ??? ?? ????? ?? ???? ? ???? ????,"Image may contain: 1 person, text",nn
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,fateme.sadat1370,??? ?? ?? ????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/Bq2p7IQnAQs/,mardom_news_24,freehuman1990,????? ???? ?? ???? ??????? ?? ????? ?? ????? ????? ?????? ????,"Image may contain: 1 person, text",n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,yek_livan_tafakor,".
????? ??? ???? ?? ???? ????? ??? ???
??? ?? ?????? ???? ?????? ? ?? ?????? ?????? ????? ?? ????? ?? ????? ????
@yek_livan_tafakor
@yek_livan_tafakor
@yek_livan_tafakor
@yek_livan_tafakor
.
.
#??????????_???? #????? #ipc #????? #????_????? #??????? #????? #????_?????? #????_???????? #??? #??? #?????_???? #???? #???? #?????? #???? #????? #???_?????? #????? #????_??????? #?????_?????? #????? #?????_????? #???_?????? #?????? #???2030 #???????? #????88 #??????? #?????_???",,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,mahdifeyzolla,@alireza_as2020 ?? ??? ???????? ?????? ?????,,m
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,amir64m,?? ??? ???? ????,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,smjavadh66,??,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,nezafati1396,??? ???..????? ???????....,,pp
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,mostafa_parcham,Farz konim aslan ina goftan akhe oskol shoma ba amrika doshmanid amrika ham ba shoma hala amrika vase vaze tahrim donbaldalil migarde ahke ki be in ahmagh dare paro bal mide,,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,mahan._hiro2827,??? ???? ??? ?????? ??,,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,mahan._hiro2827,?? ?? ???? ??????? ????? ?? ??? ???? ?? ??????,,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,t.hasani4748,???? ??? ???? ???? ???? ?? ?? ??????? ???? ????,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,yaaliimadad7532,??? ???? ???? ????? ???????? ? ?????? ????????,,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,maryamsolimany8382018,?????????? ???? ???? ??????? ???,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,maryamsolimany8382018,@alireza_as2020 ????? ?? ????? ??? ?? ????????? ???? ?????????????? ????,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,arash_pesar2012,??? ????? ??? ??? ??????? ??? ?? ?? ? ????? ????? ????? ?? ?????? ?????? ??????? ??? ???? ??? ??????,,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,yaghout56,???? ?????? ?? ???????? ???? ? ??? ? ?????,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,alireza_as2020,@maryamsolimany8382018 ????? ????? ???????? ????? ???,,p
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,alirahnama45,???? ???????? ????????????? ???????????? ????? ?? ?? ????? ??? ???? ??? ? ????? ?????? ???????? ?????? ???? ????????? ????? ????? ???? ?? ?? ???? ??? ???? ? ???????? ???? ????? ???? ????? ??? ?????????? ??? ? ????? ??? ?? ?????? ??? ????? ??? ?? ????? ??????? ???????? ??? ????????? ???? ??????? ???? ?????? ???? ????? ?? ???? ...?????,,n
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,amir_awli_tab,???? ???? ???. ?? ??? ???? ??? ???? ??? ??? ??????? ?????? ?? ????? ??? ?? ??? ??? ?????.????? ?????? ????? ? ????? ?? ?? ? ?? ????,,pp
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,askary_khosrwshiri,?????? ???? ??? ???? ??.,,nn
https://www.instagram.com/p/BeNtKjiDK78/,yek_livan_tafakor,_shimech1988,??? ????,,n
